age,monthly_income,employment_type,digital_txn_count,bill_payment_score,mobile_usage_score,repayment_status
43,48481,0,157,0.15457215147476755,0.4051464383580896,0
49,7581,1,45,0.8614748123426943,0.03830722199145098,0
50,14582,2,148,0.32938732198659637,0.048497368893938186,0
59,56638,2,74,0.3681335899811382,0.28391829091838905,0
45,13418,0,123,0.039132254483859374,0.6291222193389995,0
57,33091,0,47,0.3268787897653196,0.5841946353345618,0
28,34113,1,61,0.8883636828012641,0.6338277869439427,1
36,23827,0,57,0.02554740112160414,0.7172829719321067,0
28,19419,2,17,0.40632747304672534,0.019032253592738413,1
21,16814,2,107,0.03139962981274114,0.10508559517244287,0
25,38804,0,186,0.37092342510906495,0.35948345182721264,0
23,15024,0,47,0.17264064078029118,0.15485999752158175,0
21,48700,0,62,0.25221839326837203,0.07532004254455416,0
24,12435,1,11,0.877598373161419,0.6409643959973319,0
55,6548,1,33,0.436049220621891,0.815336477491099,0
52,10065,2,188,0.2737979914019122,0.7526266574342825,0
54,27880,1,101,0.5893383779505478,0.8170397786091792,1
45,58109,1,86,0.14210695983258237,0.6658565440578772,0
30,8407,1,180,0.2593916074208559,0.7353453218142022,0
41,38407,1,24,0.5462479676028885,0.2717787742083013,1
59,37940,2,189,0.23752304184806883,0.9930080362841643,0
47,10666,0,131,0.6791277374008733,0.1831656544938871,0
47,42122,2,140,0.49149130225952253,0.2144938743893825,1
22,58111,1,169,0.7719890702546909,0.28892183181584685,1
33,30092,0,48,0.9482445357224686,0.9753324301065789,1
29,15109,0,77,0.11580488934740774,0.9882885893539061,0
56,40654,0,183,0.33466500998454485,0.7948937497064975,0
42,39932,2,174,0.31954906287840656,0.6290575985596337,0
46,31505,0,135,0.15118291933725425,0.5200625751846134,0
32,41713,2,54,0.8103031373334708,0.9706208456868457,1
37,59387,2,17,0.75987870403879,0.6956228028582475,1
34,48169,1,34,0.484425470834399,0.9447301283260302,1
34,12746,1,159,0.5377707777946096,0.3165507994776239,0
54,16975,0,151,0.05954413800249625,0.33377479226956563,0
40,56742,0,6,0.5555073523270456,0.8547245941184356,0
31,45522,1,12,0.7913415240196364,0.14985492058529437,1
36,20596,2,125,0.5738275735838572,0.9459278612960758,1
51,59086,2,111,0.2653063701204189,0.5074743546634075,0
26,58228,1,68,0.6675482723343372,0.9264138785836977,1
39,42953,2,99,0.36148842996524766,0.3367927887258131,0
57,38861,1,89,0.5448732842857352,0.715958904139397,1
24,8880,1,41,0.48756536327892475,0.48287512197268967,0
24,48454,0,108,0.3811750009651801,0.626803630245473,0
40,48539,0,158,0.7188779803941351,0.5043724931391522,1
30,48448,1,109,0.8838761119858818,0.9671156173713614,1
44,7785,0,25,0.005212518476924943,0.6921053978139172,0
55,27449,1,75,0.9336165192303673,0.2513189686263154,1
46,19799,2,31,0.511515136083225,0.9096769219050845,1
57,54048,2,90,0.7007318803632652,0.29402973815510436,1
58,44307,2,124,0.8556245661758771,0.3716050993008563,1
41,55726,2,125,0.46710369231426996,0.10212369802021337,1
59,53784,1,51,0.8349740733648903,0.8999665197961908,1
41,59828,2,147,0.17761981945520222,0.286112023227863,0
30,52498,2,102,0.15916753447981447,0.25891761793138235,0
58,48333,2,104,0.6574713688561535,0.9202625979949539,1
24,45828,2,167,0.8701430055517372,0.8055268624050334,1
40,8990,1,186,0.8924261775360394,0.1410789215193744,0
37,59362,2,13,0.6437404583772466,0.7693245039036807,1
27,58997,0,171,0.5254892302093175,0.9130330980537907,1
24,55341,0,103,0.3313930876965162,0.07851121821074392,0
49,24073,0,116,0.9800004155993314,0.8252149949045731,1
34,41863,0,47,0.3196956866662505,0.547420051873056,0
23,19549,0,92,0.7441861072315932,0.6691974493788007,1
44,23259,0,170,0.5319817999050007,0.4928543389049369,1
57,24790,1,143,0.6085123425253467,0.6978030849052786,1
36,14979,0,109,0.3934805505886262,0.034097861666753215,0
24,25316,2,162,0.9648231254722478,0.7627067232232837,1
44,31183,0,52,0.571682326099271,0.03334369785895841,1
54,33324,1,161,0.93778763045879,0.45529984774734344,1
50,29624,0,2,0.007591416173914123,0.15096499313029488,0
38,43176,2,67,0.572670583191121,0.8235742773513072,1
39,25245,2,132,0.7171868897252714,0.3136609091756686,1
51,51705,1,137,0.745080171162218,0.4540935446043325,1
39,28790,1,51,0.9049768817816813,0.4287507412983116,1
39,31756,1,156,0.004401609003786278,0.7725019656847065,0
42,7833,1,95,0.00033015925947643687,0.4811443597959755,0
44,10285,0,30,0.4722634607952153,0.7889583350103461,0
32,14589,0,65,0.02929370500537065,0.07350827680267524,0
50,52476,2,90,0.9745325536623746,0.1915939679029951,1
58,19116,1,68,0.22206517454139196,0.5515342496463607,0
51,12645,1,164,0.4726647293648447,0.947088324752695,0
56,49786,0,154,0.06113763001222361,0.07475784672178032,0
39,34150,1,86,0.5220484161712585,0.04308421615686431,1
56,15889,2,32,0.3799561251474085,0.15655067492785568,0
50,35286,2,67,0.044660028877223756,0.6411531288601565,0
53,42545,1,186,0.33512426669622475,0.39899291667024717,0
38,20994,2,191,0.3914360202228556,0.8255523794176862,0
48,40503,2,87,0.98992149127494,0.07193315148136581,1
31,51379,0,171,0.20788587191937546,0.19641408681470107,0
53,29662,2,94,0.5447796153700997,0.3000264054648957,1
37,44136,1,107,0.9873155491986286,0.6267300866887853,1
26,31639,1,176,0.7920192079401351,0.6851726903015473,1
24,22205,2,52,0.9933675008820889,0.12420329396377383,1
40,37930,1,73,0.9682983146601692,0.9438047089917395,1
47,12777,0,48,0.4895395420941543,0.34104413519020915,0
35,33315,2,112,0.6963758498705658,0.7131687630002831,1
26,52617,2,113,0.1104431269411511,0.5242077189476988,0
34,31973,2,193,0.44114882504680186,0.22275811354710662,1
31,23316,1,94,0.8090185422666974,0.8462283231154111,1
59,32304,1,190,0.5053353209771434,0.8182380281919299,1
29,41303,2,24,0.7026990328172319,0.3960718539166901,1
46,35522,1,131,0.745751329984277,0.5886075856938554,1
36,27340,1,178,0.2534691412428939,0.25782569593593974,0
25,24830,2,138,0.8756993729425655,0.6898516287463015,1
30,18403,2,144,0.45982243090917896,0.3090268126204314,1
23,19516,1,107,0.21018510362154375,0.8440787343822349,0
33,56942,2,193,0.8654158817884438,0.2173851042772743,1
50,24091,2,197,0.41781880610625366,0.01480342281846414,1
26,12959,2,68,0.7503124383797197,0.26850804196791844,0
37,36932,2,83,0.5480330722215929,0.1910524864594867,1
39,35554,1,156,0.38187175223450043,0.5082864397249243,0
55,41701,2,84,0.8098764150385693,0.2037032916565763,1
46,8385,0,118,0.584469931644613,0.7631898707194947,0
25,38690,2,71,0.3905621024270317,0.24137063800400393,0
49,15367,0,19,0.10959787033512702,0.7069681799126557,0
57,51505,2,26,0.8954453137667079,0.578470923013724,1
40,38332,0,7,0.035469585341666554,0.9862498564718843,0
41,24642,0,84,0.8631873483680562,0.9999009770092316,1
30,15789,2,60,0.35996152488315547,0.86952608331733,0
25,40268,2,155,0.6393387635014058,0.7599833692987511,1
56,25950,2,197,0.9221997238356853,0.38645641400057373,1
26,30563,0,2,0.1517066155038984,0.7532767271313036,0
46,44649,1,196,0.5669504756388102,0.9566755370794907,1
24,41404,1,6,0.764432862370192,0.02337757539544416,0
59,37991,2,187,0.7575838327190574,0.5379147001977388,1
59,44065,1,3,0.525631914599504,0.2179983043884346,0
55,52663,1,132,0.6247394599064581,0.5578763158688504,1
21,5350,2,138,0.7575269941328445,0.46644708975889115,0
44,23312,0,124,0.8410276377574117,0.5757685815522844,1
56,29127,2,14,0.7618130968758637,0.5509622214187242,1
26,33853,1,191,0.35400494318124265,0.960107039168562,0
51,42500,0,12,0.9967264010577331,0.5521861089347361,1
40,38785,1,117,0.4345026937193044,0.8462320881248673,1
44,23610,0,6,0.02446470275893342,0.3198202868008465,0
45,28590,1,103,0.36261695158546203,0.4381006887910489,0
56,34443,2,5,0.12778295457384325,0.4704134760448099,0
41,52997,1,183,0.121442615728375,0.2787280433353797,0
50,12170,1,63,0.28153504010689434,0.37979026147795525,0
44,18303,0,177,0.05337549417726084,0.5985130794667752,0
50,11207,1,29,0.6885121884095631,0.5801877633045324,0
42,17316,2,21,0.07398888420190508,0.6364353445734805,0
48,40187,2,152,0.20328955543595617,0.35181791542014107,0
27,11240,2,155,0.09289971449411938,0.3158314951530571,0
55,6893,0,117,0.06316773090303107,0.6116178827541631,0
48,18753,0,83,0.26775166553954166,0.13286174842752496,0
34,43090,1,166,0.57189896766037,0.25303154353213997,1
30,16232,1,194,0.9646855564468417,0.04212773695299521,1
36,22509,1,132,0.8755566543496063,0.07261085259608013,1
36,8117,0,192,0.8759339254453248,0.24338327926060888,0
51,41929,0,142,0.1760670360376576,0.019529280296919027,0
45,53291,1,89,0.2649071934978201,0.24541059208746152,0
33,9042,0,194,0.0763933167953057,0.654976323062026,0
26,42201,0,167,0.778468339915185,0.06110707846893304,1
29,31746,2,120,0.06981630148556195,0.436736677794641,0
56,19016,2,105,0.5566956708208533,0.9131087869195494,1
40,30022,1,68,0.24787557232395074,0.791284828925401,0
38,40426,1,94,0.24344563402874475,0.3054375022948572,0
41,32938,2,76,0.9907250552476051,0.924805479191647,1
24,48678,0,170,0.7567798069785374,0.32964649674772484,1
53,57635,1,0,0.8369393582910502,0.07251549633756249,0
47,40712,1,149,0.5719826853440126,0.9940559567681135,1
27,44978,1,61,0.8710142873937492,0.8700225271891717,1
26,13787,0,153,0.6454905391663529,0.46593278330109233,0
35,6986,2,17,0.9461737047963453,0.6663765241924039,0
38,15942,1,47,0.2813385860456368,0.6712280778566702,0
52,22458,2,136,0.595319545782895,0.19448223073046034,1
31,17161,2,0,0.6901313479368921,0.2000486331536323,0
40,25689,0,136,0.39293730502780666,0.4695807033518258,0
44,34163,0,150,0.8797079824040532,0.911573140137698,1
35,40775,0,106,0.9798031631041544,0.00999377485857078,1
27,38737,0,172,0.4937694913726616,0.7825056359493593,1
41,13772,0,129,0.39064065480433907,0.05752678371465414,0
46,40592,0,141,0.47193792855645866,0.47822211488311783,1
34,6211,1,37,0.8527367457319316,0.6378728330734764,0
57,5229,2,39,0.6454684255181676,0.6867592670824648,0
41,58436,0,190,0.04477237251809507,0.05847926361591138,0
38,53542,1,81,0.5421699104457148,0.41860361738396823,1
25,19345,2,15,0.017300122740969814,0.5838372605023247,0
23,40953,0,126,0.7785353710034054,0.06604553730600693,1
43,36819,0,116,0.32831227354246373,0.13509455659530978,0
46,52779,1,92,0.47200748211732935,0.6636489895040385,1
57,21885,2,133,0.798678105907632,0.5216381965906517,1
44,31708,0,2,0.04644881728576156,0.16182866126829054,0
39,5048,2,13,0.15854153559161044,0.5352393369147335,0
45,24950,1,65,0.39796037644511484,0.9126923734444158,0
41,20173,0,94,0.22992516354556058,0.015587584775363927,0
32,57207,2,85,0.3379014257750631,0.6426337734858546,0
53,54538,1,194,0.998174737892465,0.07365043460534193,1
24,38737,1,113,0.8254144375738107,0.006449442964700847,1
27,33036,0,158,0.8839018149601086,0.1506544886606338,1
42,52321,2,160,0.9370546335657753,0.4229066318539193,1
53,10820,0,128,0.34093588031419564,0.802343998981953,0
37,19292,0,171,0.2970769577964727,0.28178549660455865,0
44,8052,2,14,0.2340624925720749,0.6256732123887586,0
54,49377,2,36,0.8301169113081226,0.41115663795530666,1
48,28781,2,154,0.6795518622851849,0.23433179196600795,1
59,7302,1,175,0.2361719824828773,0.5142471142828586,0
42,7283,1,26,0.3769938292104549,0.7974644903726232,0
37,53153,2,11,0.5067117639327983,0.8324923700561442,1
54,47567,1,66,0.5281400572737537,0.8465195318772367,1
26,20620,0,29,0.8887277285517147,0.3385578125549794,1
26,35461,2,95,0.3805661329472163,0.793456064715753,0
54,25750,0,193,0.9085240305005123,0.21217845510890787,1
21,37890,2,134,0.44136756031978963,0.7384251012428833,1
30,28183,0,33,0.7463726747923538,0.9483844262726167,1
41,14472,2,31,0.930254319985056,0.01374383469095719,0
25,8727,0,116,0.9075757039632664,0.440363931178798,0
22,51500,2,38,0.056952867295681164,0.6477709884140046,0
42,30523,2,95,0.20570429497656983,0.701775770487553,0
22,35766,1,170,0.4769054255322751,0.1760877582692022,1
30,42726,0,170,0.4315542899531073,0.9721832752385928,1
54,5524,1,130,0.640891664837207,0.615265367970973,0
36,14079,0,173,0.9447090508254122,0.16434060122826777,0
59,13399,1,159,0.11240471127794882,0.02052251171251529,0
42,32370,2,42,0.45185866513424044,0.7832641987897759,1
32,21532,1,80,0.1924110378871393,0.07970473944545908,0
44,21821,1,2,0.8941075983979475,0.14105092107023653,0
58,48162,2,73,0.9645801858016528,0.5748300268556906,1
30,8749,1,116,0.4787016818903501,0.6035055034496197,0
55,16353,2,62,0.10401029772814074,0.6868871185923985,0
52,51777,0,110,0.7852946667226732,0.39351401266362074,1
27,33477,1,39,0.697141350492399,0.7738986689668229,1
41,29570,2,17,0.35467082661031046,0.9743585996158887,0
40,25837,2,66,0.8874074739689635,0.271094943079883,1
46,16437,1,102,0.9758318897827072,0.7030286165379459,1
24,43104,0,189,0.5578538491301954,0.9284686523951569,1
42,9551,1,137,0.5657279113442923,0.6862867626170427,0
35,7823,2,179,0.29751350511377783,0.6811094986442595,0
41,59880,0,45,0.5845060359833142,0.2237725690852066,1
35,17916,1,54,0.43964232052484653,0.5351302003196929,1
42,20167,2,173,0.3021910269280519,0.5625228436045802,0
48,46445,1,74,0.06718519652390131,0.7001295624559528,0
34,52636,0,187,0.2527078597091249,0.9968214498961826,0
47,13391,0,96,0.19785464967766442,0.03364382254376208,0
48,17658,0,25,0.5420419845539489,0.06523266126748684,1
46,34685,0,154,0.6016700217635939,0.07795006943091876,1
22,56134,0,165,0.6085717243060165,0.7429791344889568,1
45,28380,1,21,0.3881810010456791,0.13635379511075751,0
23,47431,0,25,0.421229733685496,0.6224518744903452,1
28,33919,0,196,0.83423842964064,0.32466887789345844,1
53,7311,2,162,0.4762328135171624,0.457319956210711,0
55,44993,0,193,0.9877733321371224,0.2156631598174139,1
26,49333,2,72,0.4396172300088649,0.8661065613045421,1
59,48038,2,114,0.649580944617839,0.5861503241630264,1
43,18560,2,50,0.0503629989933958,0.9445632635822526,0
45,54756,1,112,0.6533399244188108,0.5745962497043295,1
39,53733,1,145,0.8514263944150061,0.12390803059694666,1
25,43553,2,170,0.9424578385332962,0.17087043383847544,1
31,30993,1,11,0.9973206116397705,0.9890739763678472,1
32,35492,0,2,0.2821786456492331,0.7255651973308678,0
30,25981,1,119,0.5753700648257168,0.04927875002908966,1
28,29143,0,134,0.45071798553214737,0.7037810050346648,1
44,17067,0,133,0.563817480575171,0.41217304680961164,1
48,28916,1,81,0.15745295718984664,0.3072083868231905,0
56,46508,1,44,0.8561495725959415,0.15406079373053427,1
57,51421,2,126,0.9095689433445876,0.8399039545565656,1
41,54990,1,85,0.44966166311292255,0.0638413789891007,1
28,8815,1,114,0.28042986157357686,0.2898354623796403,0
29,36836,1,166,0.14083342765301232,0.3063828938257044,0
35,54999,0,178,0.6837648247778044,0.16090528396350035,1
38,42477,0,8,0.3122318396207352,0.5081848832868703,0
40,42275,0,150,0.9095385699133887,0.011702626810892625,1
26,44343,2,11,0.67101247484487,0.3009755154104091,1
32,9773,2,115,0.6456853251742407,0.933629444033064,0
22,17446,2,87,0.5594021158982408,0.3105295693420057,1
27,35733,0,61,0.04577633942872561,0.3604593871067516,0
36,58620,1,103,0.931922435685587,0.4731650482340716,1
23,15464,2,72,0.62793749329946,0.5616933748514747,1
23,53632,2,76,0.9940619833831104,0.808708644820744,1
47,26576,0,39,0.537356404772887,0.19032122315601763,1
58,8320,2,181,0.7101108919062131,0.8717463771925572,0
53,15750,1,134,0.05620955786622217,0.7575493571438894,0
48,42466,0,16,0.6317361768234109,0.7226503346615553,1
21,58463,0,118,0.7646496115903573,0.08680457371463524,1
28,31572,1,125,0.7785142948525573,0.02164068997458468,1
57,57825,1,177,0.7701116522302854,0.594012700908084,1
52,22948,1,23,0.22628262729366766,0.8631339625231612,0
57,55992,2,1,0.9753984776052259,0.5844414641406359,0
24,43826,1,91,0.9951821206249387,0.21323486544553083,1
50,28515,0,160,0.07559587516160127,0.09051989794921322,0
26,32867,1,148,0.9364464228117573,0.699596452817735,1
39,5726,0,116,0.28944919430436933,0.7217702773178095,0
52,30820,0,52,0.6892840817509648,0.17253170068710866,1
29,11697,2,45,0.33811092073613214,0.028190315496536278,0
32,49678,1,44,0.9677543233731215,0.408283513223197,1
31,47025,2,8,0.10150385830353548,0.5827187021330221,0
36,17963,1,5,0.497746816956376,0.7060024095671912,0
21,54434,1,50,0.42804779194207465,0.8099450091529028,1
41,6081,1,118,0.3260234522779849,0.6105374273067323,0
50,25269,1,34,0.6455339908801486,0.11088060859848503,1
33,57033,1,81,0.13105574342166748,0.6825816721424148,0
54,15776,0,180,0.7166624181336969,0.984176642894882,1
24,36816,0,146,0.9805921238047873,0.9055845845974039,1
48,19196,1,196,0.8045587144686301,0.8716689092695127,1
58,57122,0,24,0.8600167529095454,0.30217015335834085,1
51,47112,2,138,0.3596367431790025,0.7507881764540006,0
47,20958,2,16,0.3248866064812187,0.8511034459651455,0
25,28369,2,35,0.5170483546901332,0.6783262046312631,1
45,16689,1,95,0.04572661476227269,0.2505617565679805,0
23,22331,1,20,0.9453581344565326,0.9538339718749583,1
53,42528,0,17,0.1437851730161922,0.4508194114586759,0
24,18436,0,187,0.9030130391680924,0.1298055586658794,1
45,5066,0,145,0.0835822220003557,0.109777895057392,0
40,35725,2,0,0.8226249276785601,0.6475189872990458,0
54,30212,2,141,0.15196252587821513,0.43770964641673915,0
46,38332,2,135,0.0381316140914727,0.09448387517896362,0
25,30401,2,193,0.7194894502594087,0.7403645721560946,1
55,18393,0,50,0.2802653001744283,0.7993251672586197,0
48,8670,1,78,0.7144961527843495,0.7254156307864513,0
49,30601,1,187,0.5550852504728198,0.2022608776840129,1
29,7251,2,161,0.10880739023006558,0.6897754559960694,0
58,50717,1,35,0.9321300733011637,0.010722802894385097,1
26,38572,1,61,0.45231417476347757,0.3051121396784092,1
39,32027,1,128,0.734447277798688,0.39882153140754373,1
31,36846,2,84,0.5010205720156251,0.8352469488855016,1
22,26015,0,41,0.6043614749612047,0.3903943730694043,1
29,14583,0,0,0.30277359235669243,0.011269446189398291,0
41,55387,1,53,0.20036030400345028,0.3523464118280094,0
44,28104,0,174,0.5425702034080678,0.4989240983592872,1
54,17224,0,99,0.440218972971002,0.9490047866727734,1
42,43784,2,38,0.3901132134339331,0.9410343037895448,0
23,35836,2,157,0.672567195094623,0.18087403822141157,1
32,34299,1,6,0.6905066320111359,0.18514654173945155,0
48,18036,1,149,0.04592005609126304,0.1633814564645505,0
50,24933,1,120,0.33874449424367215,0.7889219324141032,0
46,17392,2,177,0.41176455022637737,0.006022040368406367,1
41,12938,0,44,0.0968921611641681,0.12717719819187734,0
48,9141,2,73,0.23590086669828836,0.537959631644099,0
46,28350,2,119,0.051641797222756636,0.24756206688676552,0
53,14546,0,71,0.9962420986170206,0.09235645823926208,0
41,10335,0,137,0.7365572029698445,0.3598780123338343,0
55,10077,1,141,0.08745015650275367,0.2742076050602448,0
54,51015,0,45,0.020249379790092115,0.5111043065142845,0
38,10611,0,122,0.7192878001522802,0.9792335938301958,0
31,45857,0,117,0.43919216568266695,0.12430463681491843,1
43,40660,0,74,0.786796709064576,0.3727267048340943,1
42,10577,1,5,0.9234760378183837,0.9319850178724747,0
37,25002,1,20,0.5993003890163725,0.8768730434938226,1
25,55711,0,189,0.18710842291725305,0.3942710347842806,0
31,44451,0,146,0.7821940360464525,0.6989532645197365,1
50,39275,1,102,0.9558117431743745,0.08785701358134557,1
35,54103,1,87,0.580231287059956,0.7125410555436151,1
47,33647,0,98,0.6819974472807335,0.9728577294847415,1
55,39831,2,61,0.33747469503667304,0.5374881528341916,0
53,57794,1,106,0.3815276946603112,0.49849022703441426,0
40,39768,1,82,0.7346544978530639,0.18731861970191033,1
36,35962,1,180,0.9277710984068192,0.6337881989072919,1
54,53334,0,151,0.6289883872243522,0.5904372807789149,1
22,34583,0,55,0.7898479084853475,0.6519330594757505,1
55,6294,1,189,0.17163501741537301,0.026083286684721818,0
48,20096,0,161,0.21195909025797355,0.5487234883490736,0
59,41833,0,21,0.5320346868333901,0.594934843497373,1
26,51858,1,67,0.17655419224284052,0.20753013541280219,0
29,32328,0,184,0.6349950702209236,0.20833285748853603,1
40,29398,2,9,0.291653185394699,0.2762181685109498,0
21,55755,0,65,0.791532618666892,0.7117215917272376,1
28,22706,0,7,0.8081103466143434,0.6062660635323717,0
43,27340,1,122,0.4637874557553531,0.8457626461178046,1
23,23825,1,37,0.18081063503763528,0.2956585718430982,0
24,22482,2,122,0.6467749610819326,0.9120680598883183,1
45,59225,0,61,0.9927870182635864,0.7437061619833584,1
58,14318,2,155,0.6225908979425233,0.39501167001369697,0
35,46256,2,137,0.03577469071400785,0.09526206562545592,0
41,49009,1,44,0.01729397576708258,0.2569836624874825,0
55,48185,0,64,0.3203619704923062,0.9567682172148503,0
34,20574,1,66,0.19578380686040486,0.31036337588407936,0
56,53070,2,136,0.8130512071433081,0.32990096014906445,1
32,19650,2,132,0.8448056670360005,0.18958893109771702,1
37,51118,1,105,0.25861877131047617,0.8068506011387654,0
59,33930,1,137,0.3256447769498927,0.27564423024227735,0
29,25171,1,139,0.23624696771511466,0.33025824836885564,0
55,39864,1,81,0.908382547371264,0.4143481084316266,1
33,16801,1,57,0.5026493346222822,0.4337282797746097,1
35,56360,2,148,0.6561370440820199,0.4113407904150217,1
38,27372,1,148,0.4154820866996033,0.5037436953747286,1
53,21559,0,192,0.6310141935045311,0.8145128796164033,1
26,37334,2,130,0.3858553767217361,0.819285040742022,0
47,44937,2,68,0.33967843772922546,0.7983131337633469,0
43,18288,0,88,0.6344800731734802,0.10112483911648751,1
47,27398,0,63,0.5910620780489892,0.7996788032748141,1
54,15694,2,176,0.29352795416794963,0.12025177348657679,0
58,17191,1,71,0.1493484503194734,0.12472377005225799,0
34,23051,2,16,0.3685766938381376,0.9478627716349608,0
56,15737,2,72,0.4151976391419092,0.8193978447055413,1
28,30251,0,159,0.6286843334246048,0.5524104668680087,1
55,55975,2,69,0.9145287636368638,0.8749702044778621,1
39,10147,1,112,0.03618479753292514,0.9893646425518628,0
50,55508,0,20,0.2436610125418449,0.6106420666317776,0
34,57224,2,134,0.19371594227956035,0.612898436981518,0
40,24643,2,6,0.5022944086937836,0.754427029159928,0
45,43967,1,110,0.4297008070431598,0.23213895236533277,1
44,38314,2,26,0.7290376238201884,0.16712486151879935,1
34,42999,2,7,0.24241591254486383,0.7595807500150725,0
46,45733,2,27,0.5944983657497586,0.3449047949941023,1
58,23467,2,193,0.8838572635999593,0.135070356305934,1
43,39808,1,198,0.9106777399183047,0.31487772591774976,1
42,58686,2,46,0.9587846047250311,0.3586368678745754,1
39,6752,2,85,0.7732611520799886,0.9652276595056907,0
23,6849,2,9,0.905987906258915,0.6979597110879232,0
39,7642,0,113,0.23453087198527423,0.5308563173997339,0
29,6600,1,32,0.19758094435047702,0.9688731386826049,0
48,51719,0,134,0.006488083780526455,0.9031397404741807,0
40,25786,0,130,0.7068443574290983,0.5120008566141597,1
27,49565,1,13,0.9374671878137444,0.9056796353769807,1
34,25183,0,171,0.18693534504167642,0.4043046580626566,0
29,54770,0,45,0.6369435754268788,0.23042066535662464,1
39,6132,0,60,0.7464597592217775,0.23267817682208514,0
34,43259,1,163,0.9276142351480565,0.6623155244421267,1
58,36076,2,12,0.6468602240172217,0.5010703207072771,1
56,43563,1,15,0.9702937327487523,0.6589508470054467,1
37,31691,1,132,0.34467314101254776,0.6860759642621699,0
50,48299,1,37,0.34992853377140765,0.022322872897717616,0
29,15931,0,177,0.5430125100143456,0.05403959234790234,1
53,12633,2,37,0.3835018811159071,0.5326777265912499,0
45,55639,1,102,0.0014257282875326238,0.1910354777600769,0
34,42777,1,55,0.7317720250869874,0.6325337688044397,1
31,39881,2,62,0.7517170414784834,0.5521857391706481,1
55,6044,2,119,0.7469746046867705,0.5857603583708912,0
34,51691,2,47,0.3450206666104666,0.3024553798310107,0
50,40199,0,104,0.5222894733111719,0.6398435062778967,1
24,29363,2,58,0.35997351817666945,0.829492636485023,0
24,51694,0,76,0.01603640003064577,0.9980712535922371,0
48,6582,1,171,0.5624489412714188,0.8384443861722143,0
28,19374,0,126,0.12376066608401104,0.5574987596799474,0
22,6308,2,54,0.0800413240914406,0.19342959167995655,0
42,26301,0,54,0.7554990686967872,0.6814458761198209,1
36,13793,2,128,0.009506202418105625,0.9376537855579782,0
49,6620,0,135,0.9590084436087262,0.2118665397323024,0
50,34883,1,126,0.5152553641125769,0.2559956205265771,1
32,42534,0,131,0.9830164307061484,0.14900854341165115,1
55,59514,1,84,0.057997572472708425,0.7367216436264017,0
31,42960,2,114,0.5835295488659132,0.40656150342365927,1
41,44390,1,180,0.3493270359759112,0.06269563888638408,0
41,11093,2,57,0.8434824928142858,0.8749499914902802,0
25,54252,2,36,0.3612227352342863,0.5576719047025667,0
40,27259,1,48,0.2604875790573491,0.3310942920003558,0
57,25655,1,66,0.8575531270999133,0.34398297606109696,1
23,38005,0,18,0.374653091653261,0.29025122019090677,0
53,36629,0,128,0.01683331986056147,0.4554801723926418,0
29,28610,1,28,0.39028910083933377,0.337041688488145,0
29,26602,1,86,0.6545222690109419,0.5479463040706094,1
24,25409,1,32,0.25435953880638185,0.7735172522712942,0
55,16110,1,118,0.4319875924251573,0.6744612834443735,1
37,11073,2,179,0.05671513828222552,0.2944568927541171,0
54,40310,1,168,0.5880927915139572,0.5287410115397793,1
44,20282,1,150,0.7562949238603938,0.8401261599122508,1
52,15195,1,132,0.4133125614011103,0.06820623474272547,1
21,6537,1,70,0.42023263280146006,0.07829726698690476,0
28,22138,2,184,0.08828249858491644,0.5561700680497534,0
43,49328,0,133,0.20194086451198257,0.6391151283898032,0
32,51202,0,176,0.15467530312791267,0.2114130157759041,0
32,45164,0,21,0.48168776866153795,0.745220126691518,1
35,29207,0,76,0.5292555409507501,0.6462633770407274,1
39,59659,0,3,0.94894013128426,0.9232892682362864,0
46,25619,2,71,0.0732315042772339,0.1689542018585367,0
49,54692,0,191,0.5998679731550471,0.7513742653580107,1
42,59662,2,164,0.5264985273282413,0.08364309058326702,1
41,29845,2,158,0.5162330979358292,0.5652924095178975,1
58,29310,0,164,0.8731592873828264,0.5518951394991458,1
40,42899,0,127,0.20553847069548647,0.3883850446467406,0
49,35562,0,44,0.04077327434137146,0.8445711476685672,0
24,33036,1,135,0.6722715076341925,0.004370644786012234,1
27,13697,2,167,0.34515746413598014,0.5201794018985207,0
48,22513,0,92,0.017589916212524592,0.21715354983518742,0
48,48039,1,4,0.2513740072904138,0.7434986191164329,0
24,8145,2,155,0.3093267742168119,0.04306742630609717,0
42,32818,1,103,0.616838376784242,0.8315546881815776,1
32,35544,1,80,0.1725857940492721,0.8380922267069515,0
23,18100,0,86,0.413054347953398,0.8328660124035029,1
42,25104,2,136,0.4824754444178325,0.15256852673266985,1
22,9067,1,129,0.4592373913640909,0.6304065185610449,0
44,41963,2,62,0.9739407666667818,0.014367359183389605,1
54,35728,0,50,0.04550423779029611,0.8479625912891998,0
47,37317,2,115,0.9509681864523993,0.7229751935086205,1
21,36416,1,112,0.5819372139940333,0.5311537308992527,1
28,47012,1,30,0.7957277149698383,0.7305914330966171,1
43,45049,2,6,0.4303926180160754,0.09432409665177222,0
58,7509,1,157,0.45383788125698044,0.5286558321768563,0
26,26400,1,185,0.8793264990158236,0.29127649181644544,1
42,53270,1,2,0.8959344962919021,0.972619463222973,0
45,11533,0,50,0.23868888143129763,0.8571179506239017,0
38,58879,0,55,0.19924187858461817,0.7332756958339769,0
37,54833,1,72,0.4962351738699511,0.9337476352497319,1
32,19670,2,9,0.9002770271276916,0.34684330456547374,0
